DATA,A,B,C,D,E
2017-04-05,0.002811237929244703,-0.01801253592429717,0.03205840493379194,0.03082263447886202,0.04895138642231091
2017-04-06,0.03702230073256748,0.041340773574704705,0.015482620512799227,0.048943740358464605,-0.03068497340254709
2017-04-07,-0.010762966009482077,-0.04715969028943222,0.02380476563912597,0.0022828697704582734,-0.04953134566850663
2017-04-08,-0.03018008376320034,0.03530486986173457,-0.028109552239808967,0.04106554127859645,0.004722404741465758
2017-04-09,-0.03151549787425315,0.024787663675121096,-0.04672764230894052,-0.004895518177436076,0.042613910441452164
2017-04-10,0.01898807254597893,0.0014429367321910247,-0.021738311526946663,0.031095105339170193,0.04285458127208667
2017-04-11,-0.011903264635809874,-0.012678300188629832,0.041159802592378635,0.02696986244413634,-0.03293678320432227
2017-04-12,0.030414048414744564,-0.04356795271214701,0.02381012386340985,0.01497732340792266,-0.027958023311642165
2017-04-13,-0.040225788787308245,-0.02440611641165259,-0.00013160956839153304,-0.011973127569438968,-0.029149330003550335
2017-04-14,0.00695747757654871,0.03333967724325425,0.0048133121729404095,-0.033220186716397794,0.04939956404703474
2017-04-15,-0.0008632749929660677,0.04891978920830625,0.018477248631717614,0.01528891612182547,0.012521962794066666
2017-04-16,0.04128063490530527,0.016676890874761773,0.014369523255038662,0.02858661746958463,0.019329838612413764
2017-04-17,0.005682776626620145,0.015103587132113983,0.021589961397956037,0.04470557338369831,0.004206190872671311
2017-04-18,0.01877150181522381,0.04744168094713812,0.0330710107169957,0.00792489510413712,-0.008118164457163169
2017-04-19,-0.005927421663125032,0.036848265313790804,0.04235689095172872,0.012365993579695844,0.020448976441069557
2017-04-20,-0.008597132343712389,-0.007199892267690256,0.04280853410055442,0.010558305127528301,-0.029943442231959005
2017-04-21,0.04349749769013213,0.03651352865167282,0.02501228775804687,-0.014688380593791139,0.03667092289307555
2017-04-22,-0.009905789693748012,0.04276395427818921,-0.045037954840057015,0.010149320377806881,0.03396708101079656
2017-04-23,-0.01662647411544841,0.02921615026654989,0.0005834123064649699,0.027214837683609973,-0.006410988538597917
2017-04-24,0.020842480058988856,-0.03911135168552463,-0.025086955720347182,0.04525554371160936,-0.00025184826740811685
2017-04-25,0.031981247993690495,0.03821893907789159,-0.017403200130266673,0.015607712451520261,-0.040944806108533585
2017-04-26,-0.015502087292151145,0.030554932091104114,-0.022481647690019847,-0.02588095302202855,-0.03086681408884869
2017-04-27,0.032165723750293376,-0.005272438588067074,-0.03644704303289546,-0.015471642740597646,0.010326635879178415
2017-04-28,0.04768390820640456,0.011380565695680078,-0.03521628259476055,0.029870428309423224,-0.04629914490848599
2017-04-29,-0.023508615390972553,-0.033498302793264226,0.015721375498812452,-0.04905849676325609,0.01421236029892523
2017-04-30,-0.009554779197124585,-0.0006766695625304742,0.03657331178714505,-0.00995173845401306,0.0369816906326906
2017-05-01,0.016464167961503205,-0.02769882875485379,-0.0157199915136077,0.03046359868672297,0.011267455412100235
2017-05-02,0.02142273016576012,0.006466002162409235,0.007384577850782714,-0.03831297479988509,-0.03520504164666648
2017-05-03,0.019343942206648045,0.015814881754371523,-0.027152793475519098,0.011860007831782104,-0.008896274208532473
2017-05-04,0.04212871573201157,-0.026033265182269803,-0.011462461554586833,0.00575269066586267,-0.03015176368463023
2017-05-05,-0.04170837666800008,0.008532178828517145,-0.04425916013878979,0.007887820878494812,0.008828601391486146
2017-05-06,0.01976768218444721,0.02097374881098858,0.03192804665311945,0.039497864550629015,0.029250957068725124
2017-05-07,0.012868087826748009,0.004083505827390787,0.030110794874257864,-0.032178582932850995,0.011224147648103578
2017-05-08,0.009042145589903827,-0.023226807347867296,0.02235024658809732,-0.03744713888253352,0.004904820883087501
2017-05-09,0.049301687806386864,-0.035910627925705006,-0.048273562793774684,0.047530455916379555,0.013623266251099386
2017-05-10,-0.019012640937810223,-0.0033420636520785974,-0.0015751907987126001,-0.006295325991894174,0.005882803247494339
2017-05-11,0.015736119012508064,0.04551701947211474,-0.0373525505483613,0.01677771990771142,-0.03833271106286913
2017-05-12,0.02400723811749942,-0.04729806052414818,-0.04249153429791093,0.03879681651494543,0.03475009244050675
2017-05-13,0.009684503877987449,-0.021839908069197868,-0.02197624489668575,-0.03993256046921392,-0.042979611398580454
2017-05-14,0.049779628321820736,0.02636180577689181,0.03775497351671627,-0.047693637196534,-0.0163628052066202
2017-05-15,-0.022113191008715262,0.00767082649113301,-0.013066902447442519,0.036706979579315104,-0.0037986215038185223
2017-05-16,-0.048668333478302496,0.008309719462057708,-0.03458166268934352,0.0027818184865872507,-0.0041664013271146775
2017-05-17,0.028589730807517234,-0.04196432196199733,-0.004611474258649417,-0.007337294582078347,-0.02896869679464247
2017-05-18,0.01974016450947983,-0.03687069855614043,0.045576604844647275,-0.006122107822268586,0.04314408563456178
2017-05-19,0.04394164686428161,0.048913140198764485,-0.012690458023122853,-0.024535349806429085,-0.0024731473744850742
2017-05-20,0.04113042508425489,-0.034346154228171985,-0.02765786682725032,0.04995377204031538,-0.04134193126307547
2017-05-21,0.017304633063293696,-0.02495241226319067,0.010122419666585735,0.013747252278991151,0.021115926352502635
2017-05-22,-0.034822549204372666,-0.016753439430066762,0.022982678714138848,-0.04489301338666628,0.017030300887683026
2017-05-23,-0.020696560577547728,-0.01061466824206302,0.04927324646525762,-0.0062933679512619965,-0.005544705849875609
2017-05-24,0.015472121725764232,-0.0019522988625557125,0.009536575606405329,0.014983623652291177,0.048471089756294675
2017-05-25,-0.021541443225274494,-0.005507694395594964,0.015445265451755296,0.020117752675016365,0.03127111154523532
2017-05-26,-0.008397316671930877,-0.04363133038339637,0.01074924243828409,0.038451107212086645,0.03713873290592201
2017-05-27,-0.0003763655289327872,0.025614960991074777,-0.00730733911557443,-0.02083984816960216,0.03062450241826995
2017-05-28,0.027419146388490356,-0.03178534495660899,-0.034860045801560866,-0.0009766994399659113,0.008624335874619905
2017-05-29,-0.010702288423989958,0.015409519319636545,-0.006541535145428856,0.01412695509380446,-0.03554509290062239
2017-05-30,-0.038194358533114744,-0.003864926967123916,-0.00720952148465166,0.02480688578141742,-0.03668355079860621
2017-05-31,-0.006405844424323426,0.03193477632279419,0.04350334067183616,-0.022228884144428383,-0.02908199792774676
2017-06-01,-0.03674849987678205,0.043918952342229235,-0.014362662974348938,-0.02586736776440852,-0.013949565887499705
2017-06-02,-0.028439048931965704,-0.024184269317534056,0.011295566693708136,0.04232875379358066,-0.04875018121863809
2017-06-03,-0.004308746385064866,0.008304496357148338,0.022206603569293815,0.025229147252190574,0.04603723295775862
2017-06-04,0.0037870359902068664,-0.01041007661470128,0.044994550560066036,-0.01963714760501274,0.035240997517785214
2017-06-05,0.0063188197394484,-0.035222147640578946,-0.009594000689108895,-0.03792421765977414,0.01881448542377321
2017-06-06,0.023091001537562973,-0.013060233400710709,0.026013693516909287,0.035490650215949285,0.02636984068802025
2017-06-07,-0.008302963596837954,-0.015484191280425297,-0.03350321166786344,0.0039042401918526924,-0.037370846902396115
2017-06-08,-0.042497291833837034,0.029361671446019654,0.036554348373394364,0.03209714340596217,0.013079040462937463
2017-06-09,0.032338372753002484,0.009349437389154114,-0.031090096893882112,-0.043836299241527175,-0.044314129961995165
2017-06-10,-0.0008503194769670763,-0.024239893036199334,-0.02367428838651725,0.027626943928712934,0.0004201177709243109
2017-06-11,0.03779944873264102,-0.0070971713513058865,-0.03733519400252171,-0.01082787612310876,0.005537583909689714
2017-06-12,0.005241866680990792,0.016357016218163312,-0.0195871480231269,-0.0031386887213467165,-0.011847736989750857
2017-06-13,0.02334961879078339,-0.0066436054259530145,-0.03363764307981559,-0.047466884459221925,0.024334632315866123
2017-06-14,0.029099183330280075,-0.00771544642738774,0.04861851916498254,-0.04647602564250577,0.017959786812745036
2017-06-15,-0.01433130680149829,0.03425968404576364,-0.04753584478802444,-0.014274787640616803,-0.03770992889595611
2017-06-16,-0.0002719702629700005,-0.01864333297499019,0.027220294709564052,-0.009135918893611405,0.008080351633602545
2017-06-17,0.00424580452994584,-0.020029341933061773,0.044099465669103256,0.030999248823347057,-0.031136076855120477
2017-06-18,0.03169104197171285,0.02262565645510021,-0.010972167170839653,-0.027845669017853937,-0.04952036345741508
2017-06-19,-0.049552746721907424,-0.04019196872393588,0.03245688514205045,0.04531556221403692,0.025270761640933025
2017-06-20,0.048231314929846225,0.024522188812902725,0.011610652411916644,0.018111476984651164,0.044545760514104735
2017-06-21,0.04936863286405847,-0.04203389213664751,-0.037205591162681316,0.03368929326456018,0.0011241439489335313
2017-06-22,0.048908653943392943,0.02763776627604846,-0.03994838428144213,-0.01299853768634358,0.00793784070400425
2017-06-23,-0.012637045487590459,0.03944423085494644,-0.020347512312143747,-0.006729520852242032,0.049759802996761526
2017-06-24,0.012025046922273375,-0.032942543182880646,-0.0036026131382195124,0.03282633807716477,0.011284951078519678
2017-06-25,-0.02523183642841419,0.0018128360856061066,-0.03709295299364159,-0.006654363967517551,0.024140475197986944
2017-06-26,-0.013229209698483346,-0.034479157807420044,0.023017219149338408,-0.04774104048587461,0.022407761772886337
2017-06-27,0.027969622275032226,0.022183966656731058,0.03643972072598832,0.04748683979101533,0.021113839771045174
2017-06-28,-0.007311051875948449,-0.048000420225166304,0.022944123480153365,-0.029228963888994163,0.031779289793631815
2017-06-29,0.025502901723070535,-0.034159384322961284,0.04016673098658498,0.02865783033035908,-0.022978904071125995
2017-06-30,0.02512812847483681,-0.011147505408017355,-0.018621153919140144,-0.04117429308062526,0.0365653351832369
2017-07-01,-0.044402239321970384,-0.007498775141157543,-0.008564986110341056,-0.011888647574241629,-0.033254350994005734
2017-07-02,-0.04677294149316753,-0.049135654002734744,0.04452153068951138,0.017349451641382053,-0.040668513283017925
2017-07-03,0.015603999966981063,0.02587806319544671,0.03616097542217643,0.03590553574149522,-0.01033621075208887
2017-07-04,0.002136256591468777,0.044260118196977914,-0.01865757542016755,0.009356449958446079,0.03833088831424832
2017-07-05,-0.009803962311755066,-0.028086249331109835,-0.004119594818720507,-0.00878379151247638,0.03396726921618376
2017-07-06,0.029387791776167217,0.03660424957945627,0.04709155764384092,-0.0026224688450347867,0.032349940548739985
2017-07-07,0.04000115641469928,-0.007348538436250917,-0.017184985846899127,0.03206997259636073,-0.017139730250991924
2017-07-08,-0.005747839688508227,-0.005967704409906594,-0.026186822828268487,-0.01422139867687725,-0.024239124364946785
2017-07-09,0.01854449244976646,-0.0431034895841156,-0.047913281086327086,-0.01376235230523759,0.03758683726748465
2017-07-10,0.0035371490220382886,-0.0022427812553772464,0.015976901488631613,0.020335684722148493,0.04541637847889879
2017-07-11,0.04698069160023466,-0.0373436016927197,-0.027179372042919536,0.02663903516256305,-0.025786942964888693
2017-07-12,-0.0021606661439390606,-0.01191910967614187,0.007275012215014265,-0.012443692665056783,-0.028187360992793543
2017-07-13,0.03496795879039884,0.00409757016993918,0.011994612500525192,-0.04315582222685534,-0.0024719851926452096
2017-07-14,-0.01501364222547764,0.023864184433089353,-0.007044886974055542,-0.03406661063155979,0.04133904232841543
2017-07-15,0.02530493980630727,-0.008457516724400626,0.01619296188434982,-0.026046622550686162,-0.0315098959016105
2017-07-16,0.034620199418310536,-0.004041804397186,0.04099369716380439,-0.03455455153801901,-0.013606334041698054
2017-07-17,-0.022472604620222547,0.01629439393972948,0.043507366280715165,0.017575255250495227,-0.04444648368964529
2017-07-18,0.033201967305934645,0.022212707000162358,0.04815193315535189,0.005042140439459631,0.04098827924450447
2017-07-19,-0.044401467631306445,0.03828801941225216,0.04015053429474659,0.022425954520177406,-0.04831121923829333
2017-07-20,0.04008212803464276,0.04039347141735884,0.01677670846126944,0.03459472081112992,-0.031163469374539253
2017-07-21,0.0041740650291241296,-0.04543367161006381,0.019514152434653022,0.04049886326979053,0.03967168033529157
2017-07-22,0.009196608956730357,0.04641322546322709,-0.024915426456653143,0.011724265537575707,-0.034867296066105925
2017-07-23,-0.03740355821895843,-0.049877623527661674,0.04845723893244529,0.031270922764777,-0.00955832027424659
2017-07-24,-0.013309465889230265,-0.04102774681288172,-0.03987017680331754,0.007486827264504892,-0.02062248653962162
2017-07-25,-0.008617959830210919,0.025877741227925577,0.029475419472794896,-0.04669410063822186,0.04242877403800357
2017-07-26,-0.038856278947838954,-0.043031417123149465,-0.04840240041936145,-0.04249360161399861,0.043616678551721785
2017-07-27,-0.03951296160901811,0.043439017493068076,0.039575086724238984,0.00861545533704603,0.03522469174607986
2017-07-28,-0.03388821476359377,0.014314440172805032,-0.0027780035162740966,0.020972185617308924,0.0006883218817946623
2017-07-29,0.015813976699767696,0.01250377461094566,0.004469751366254726,-0.00816816976616388,0.0040274760514689475
2017-07-30,0.027406152749649436,-0.0003935451415633229,-0.04291648253766618,-0.03704877611535597,-0.041871211188986165
2017-07-31,0.03778958728190298,0.0009599523475496641,0.045831377456963765,0.02754839053299929,-0.014785417408797241
2017-08-01,0.0024177592550671647,-0.035053451371366263,-0.023984470594695252,-0.0033534996559967277,0.03792961234548341
2017-08-02,0.00552145600638323,-0.03678371013372346,0.011995277122902792,0.03856627408666945,0.0020251599129293973
2017-08-03,-0.03885308367127499,0.04149349710977962,-0.046200554631439114,0.03906527929943258,0.016695178155891943
2017-08-04,0.015917864792734205,-0.029704289461401034,0.03498754657369603,0.023894689834594453,-0.01095473596976615
2017-08-05,0.004142805628183399,-0.049072746741832984,0.005610018210906909,0.049135807147739255,0.02026263943184129
2017-08-06,-0.023785006237123985,0.03140698589962264,0.02491628397727478,0.011763383500550274,0.04485139649023963
2017-08-07,-0.021275758814166525,-0.04025096935373036,-0.04970749706937787,0.0484435654481344,0.01735609603417567
2017-08-08,0.021980538241094992,0.03332890312427197,-0.01970059974436087,0.029024611156317336,-0.0387838072026637
2017-08-09,0.009347672265654205,0.02744399973961855,0.014752138990903885,-0.03102057193620389,0.029293633538525644
2017-08-10,0.02962165618250002,-0.04585826187542138,0.01571228637206872,0.003811489681654867,-0.018893984519264585
2017-08-11,-0.034524331787943376,-0.04967067698820774,0.04266118784629691,0.031329787170673785,-0.02432194012796519
2017-08-12,0.023055670046019716,-0.030379151696409878,-0.03790737353521641,-0.018738339352352397,0.017012241793189553
2017-08-13,0.03807053279437631,0.00687279120732226,-0.049302752392908065,-0.008286292993705969,0.0027764462602043903
2017-08-14,-0.014484486048398627,-0.00035278374621059425,-0.04299937127325226,0.02389084771708109,0.005395777386435263
2017-08-15,0.0342926315574396,-0.04167528350855172,0.036555943245092336,0.014944822896356468,-0.040316277737948714
2017-08-16,0.0345962809865523,0.045031424468722395,-0.030098518320456923,0.04973121739086711,-0.0373426011272036
2017-08-17,-0.015007626488330317,0.04411610712851075,-0.01554911846675664,-0.017483311338288808,-0.029813156028931143
2017-08-18,-0.015104190521594818,-0.022317558791194493,0.008706436907314685,0.016752979147986024,0.04591221291824019
2017-08-19,-0.009024647442892863,0.016587151677316725,0.03200959335285003,0.01434825687905097,-0.008835306266413202
2017-08-20,0.036267946538904625,0.02549971144523703,0.012730652185883129,-0.022493069071125072,0.03047467747467464
2017-08-21,0.002250301137036448,-0.01818320944081503,-0.008533499902759567,-0.03532362186450353,-0.005082662528358328
2017-08-22,0.013895190718781047,-0.03246287031513413,-0.01993793058265838,-0.03148236086797226,-0.03389363809840078
2017-08-23,0.029530491254721857,0.04900549224720806,0.006857968937866587,-1.085817005291867e-05,-0.004277555202992067
2017-08-24,-0.010249355808172267,-0.03939382166270382,0.0047491214616374065,0.01109081839793652,0.04838528106059985
2017-08-25,0.03965284731576081,0.03494357527734696,-0.034784789525451096,0.03652373557452149,0.02103424149560871
2017-08-26,0.014644199218906551,0.030439453008007523,-0.001891098896050525,-0.0029934295600990367,0.02411590696250009
2017-08-27,0.026394439615711328,0.03343836988414274,0.02670612397862825,-0.004755109991488693,-0.04876072237311355
2017-08-28,-0.021399808639988093,-0.03055165417953919,0.008926469318944918,-0.009388579029003918,-0.031250305776431064
2017-08-29,-0.012650049565419241,-0.03763472144507327,-0.001977413263834671,0.03881715887901601,0.02477169532805403
2017-08-30,-0.03567022599357463,0.006401568276060143,-0.04881303514087741,0.02921418102095772,0.004471620821278266
2017-08-31,0.025577620927034684,0.013794888143816908,0.012214222673502084,0.03307013478521016,-0.0006190014541023747
2017-09-01,0.00752710541744851,0.027950132711939524,0.03075322053752242,-0.006138842333986494,-0.029623982587402398
2017-09-02,-0.008166524984462154,-0.010194662940660048,-0.0035418755424041493,-0.043866944605840875,-0.012104350157392196
2017-09-03,0.04162764061424208,0.03839283312738508,-0.03448907768658386,0.015071467160938901,0.011411355398965506
2017-09-04,-0.03009092048422248,0.006271223116402269,0.03597612750104927,0.0381972179215954,0.04657882310466512
2017-09-05,0.0003017342982335469,0.01677307138431856,-0.04366287470372306,0.04431567693222421,-0.036337460218948216
2017-09-06,0.0464531560909174,-0.00190093173329543,0.003220994188844706,-0.010898988466705306,0.023373836446293827
2017-09-07,-0.020694926171540184,0.01619137231963077,-0.028146813137539917,-0.0015402846760292133,-0.028066748762878048
2017-09-08,0.048898757771161004,-0.025500984170371287,-0.0332919437135458,-0.02063434377530604,-0.04876276547262152
2017-09-09,0.04545771632917365,0.003220629089306248,-0.012385351196584692,-0.01267921523793485,0.04026838832410873
2017-09-10,0.020933600277111164,-0.038916599196808586,-0.04793025221980066,0.03135156682826995,0.004748985172437448
2017-09-11,-0.0005604826215552472,0.040226124511690386,-0.04229471143235088,-0.03534473485403811,-0.047180382050218114
2017-09-12,0.013029398040468276,-0.03888389423270137,-0.019158822130258702,-0.0027209462152945063,0.046420719699546385
2017-09-13,-0.019858481459895737,-0.029878647144253624,-0.037558572963431666,-0.03707807806015565,-0.032795405241660504
2017-09-14,0.03878258733766628,-0.03729321789710296,-0.03463644953186422,0.003583879917700983,-0.03617000023070084
2017-09-15,0.01707428498761123,0.04791380392963866,0.042923794511433896,-0.03753573180160761,0.003256381075853898
2017-09-16,0.017081714487439205,-0.017405600392352737,-0.04476942427183972,-0.0011883811218818762,-0.027864449523910352
2017-09-17,-0.03312483075340687,0.0105635496901888,0.02220861724833949,0.023331882394921056,0.014828583088127156
2017-09-18,0.01771625513334618,0.010576995328281168,-0.03830760350869008,-0.007554508081970846,0.005850238020658904
2017-09-19,-0.01217444259605759,0.04318414646607281,-0.032649827322057026,0.006466024732438869,0.04825661136277172
2017-09-20,-0.04599484846584282,-0.029499776488843676,0.01415913106978529,0.04360947931524593,-0.030446152006500637
2017-09-21,-0.04771474313634168,-0.0143298109139658,-0.029988040263489456,0.007518700882937923,0.018552452669958707
2017-09-22,0.018841752975118996,0.011030618143379346,0.01274727801479677,-0.0010988745439157177,-0.02156767622570811
2017-09-23,0.009865886216128472,0.02433080476921017,-0.03251747476491431,0.008990319878860531,-0.022298382152171094
2017-09-24,0.027199177478374602,0.03125021817531635,-0.008371591689833934,-0.008283101944205128,-0.030435832700394915
2017-09-25,0.030563631986289384,-0.043360005158387706,-0.027519810028487034,0.00926653818100478,-0.025337903014507657
2017-09-26,0.02205984554174938,0.022143679410777294,0.012512388578823063,-0.02408686947852442,-0.017487458348595542
2017-09-27,0.022672228760393386,0.04316255715546272,-0.04939999823673763,-0.03759018940317419,-0.042446395252741645
2017-09-28,0.016062701157924963,0.04751392327042577,0.03506283476345222,0.004536273168916772,-0.046274382859080074
2017-09-29,0.02488586112405684,0.007748239053592887,-0.022358004081978224,0.04680716928289187,0.001121747532314432
2017-09-30,-0.0004834462079915891,0.03811334635038197,0.027551701146368547,-0.04575897312875772,0.010191444252554105
2017-10-01,0.03991758823461357,-0.04105234325338601,-0.026854052319227262,-0.005357450230113458,0.01949120298149496
2017-10-02,-0.04853670665676879,-0.010151390316762076,0.04347252756305542,-0.03306952540078014,0.036975361654360606
2017-10-03,0.0031440638897798022,0.004657859139451858,0.03257539449345307,0.006723090828389566,-0.03232355741972657
2017-10-04,-0.02722848178219093,-0.049188821046458074,-0.042741163236957216,-0.030143655160655924,0.012815168160502922
2017-10-05,-0.02077427018524116,-0.035220987549716275,0.01467584324701321,-0.004651650984058153,-0.007146671895622503
2017-10-06,0.036979332384431116,-0.04544881377047348,0.047775431325069784,-0.0010213068550777638,0.008417222490288112
2017-10-07,-0.017044999350750413,0.022897801990372335,-0.014667116051442053,-0.014867440853135416,-0.014610861563310474
2017-10-08,-0.0034954003840765744,-0.02081900810446883,-0.026053418623686986,-0.04938624834852209,0.030091073465488095
2017-10-09,-0.023142054094273768,0.04389765711277329,-0.022549383861989115,-0.04394361553743505,-0.022802366145978414
2017-10-10,0.045900657633141585,0.01664161516481777,0.011178266921570012,-0.04491603187499647,0.005304246429807702
2017-10-11,0.038111325700068664,-0.03976314006470418,-0.045153229361715785,0.04753355800741671,0.0332968425829938
2017-10-12,-0.0010293116345018837,-0.030733750668715632,0.022300914769235847,0.04746766981769428,-0.042335800222268724
2017-10-13,-0.006175613945617131,0.009022306933135304,-0.01973971352224626,0.027338958258418332,0.03729833960959119
2017-10-14,0.041201291169001494,-0.04618231014275055,-0.030767286955517358,-0.02951194214478019,-0.031086044805623502
2017-10-15,-0.04543336916247542,0.00839016565614149,-0.02868627696787871,0.030791649202125914,0.01606688096583081
2017-10-16,0.004028444545936949,0.006783694185945955,-0.01613393944103312,-0.00021054597751360982,0.041487720330903186
2017-10-17,0.02529289659431506,-0.047116270800188965,-0.024933206198760792,-0.008182631420734155,0.02633848076070804
2017-10-18,-0.00633554960410232,-0.04861407822758834,-0.002775543901824018,-0.027898252405573132,-0.019789087564835085
2017-10-19,-0.033129764192736076,-0.02122690631918208,0.032786475501212574,0.0382272701884437,0.022142890960346807
2017-10-20,0.03528037521037972,0.008619301011953817,-0.02269366080659575,0.002236331454559404,-0.010748915768529632
2017-10-21,-0.021021012021427997,-0.049655757986118695,-0.0457428477767183,0.04511728888183699,0.047247396856676685
2017-10-22,0.038878144869688505,-0.046214868351212815,0.002973196336310213,-0.007800925751383947,0.01866834448630985
2017-10-23,-0.024303022010624942,0.018361199978159992,0.029206551469835453,-0.033506914377753584,0.030834095795518636
2017-10-24,0.005326603941341768,-0.04577955776421477,-0.00913614969341726,0.03497453352928763,-0.03139845477455078
2017-10-25,-0.025889599370836035,0.04098776687750718,0.025459678984762524,-0.025334495460706218,-0.03959745492343479
2017-10-26,0.03281663071697365,-0.0421690373618781,-0.023011747467903985,-0.01037974096587716,0.04462037392640593
2017-10-27,-0.027276526492419108,-0.0406288554712166,0.03425323517900889,-0.028450868238444248,0.0067321394021616745
2017-10-28,0.0485692364033411,-0.010045572045982654,-0.0037117733561477183,-0.006879203368772835,0.03489653280788
2017-10-29,-0.033685122349613704,-0.017422311381012724,0.005760366332048084,0.0008941816641476086,0.018565588691392076
2017-10-30,0.032942387046804245,-0.019098349779992564,-0.015747812128495374,0.011616190905365475,-0.005639228169586919
2017-10-31,-0.026770954986056517,0.001498768162763886,0.04969840469771632,0.01646795244162309,-0.019583695205612494
2017-11-01,0.009045193775869032,-0.03504510856031747,-0.005114593478390483,-7.71921608704873e-05,0.030158478782408172
2017-11-02,0.0074734783688575335,0.041502041311649994,-0.02023372094921825,-0.02793579598903294,-0.010354431178668244
2017-11-03,-0.006957965039516378,-0.026085513906016555,0.018598789937594472,-0.016584279556501845,-0.01810447279870773
2017-11-04,0.02178118554838491,0.03865615478090471,0.02176759435302834,-0.04972032704776981,-0.023009172690648182
2017-11-05,-0.02863256119483698,0.04635627014878156,0.009411420581288233,0.0057934776740897085,-0.04469486696354473
2017-11-06,0.04687032086646087,0.017726643831036636,-0.03327444208806324,0.044743557065218154,0.030786295318812586
2017-11-07,0.041553539845295986,0.005327195989951672,0.02989973430914137,0.04764056273607544,-0.046993635005708315
2017-11-08,0.01695706738680127,0.0064884863053214946,0.026572557528481932,-0.01534387824515262,-0.016962618994532754
2017-11-09,-0.029283686233428263,0.04360536964791206,-0.012921850678398083,-0.0008216908126889799,0.04319328817921345
2017-11-10,-0.02148162861613384,0.03492746066553446,-0.011624110422772971,-0.021167683419608497,-0.04925063930224014
2017-11-11,0.02516029048541203,-0.008020882952337039,0.04237560964968716,-0.018691397394747067,-0.006783321180302515
2017-11-12,0.01419212606469814,0.04035218589606605,0.048848122488972925,0.02672184339707978,0.008573932189418876
2017-11-13,0.03544352894350594,-0.03007647769584352,0.006751762217378765,-0.040843708628900396,-0.0011635567700583938
2017-11-14,0.005486024067603079,0.04862566695347285,-0.010857860172945533,-0.03722136612814947,0.04626446555512442
2017-11-15,-0.01330735040201767,0.017713803272723004,0.002960872869025688,0.01177590455821973,-0.039044501099199956
2017-11-16,-0.01657602040112044,0.007908256699643202,0.012201884784700644,-0.017427754161604227,-0.01593949904140991
2017-11-17,-0.017238063934989466,-0.012158220024060562,0.011339178018397744,0.03216620145307704,0.0132438923081717
2017-11-18,0.04193640416516877,-0.0467094029597952,0.04089268849779455,-0.016655277000875945,-0.030811227702186906
2017-11-19,-0.01291209291532507,0.039090568409163785,0.04313182592357536,0.02540605033670973,0.038749369915601864
2017-11-20,-0.040135832463330245,0.021076029375503725,-0.014740825587653873,0.012220205433638309,0.04293790927503308
2017-11-21,-0.015105822119267632,0.012168063333556078,0.022084298139628523,0.0471566556459476,0.01689304688632225
2017-11-22,0.04059594255679093,-0.047799225925435805,-0.024910553457410646,-0.048135361187781854,-0.015553883078812092
2017-11-23,0.001507614215486497,0.03851898142224129,0.03471739976991708,0.01082107721924882,0.04662726463546387
2017-11-24,-0.04853102696788718,-0.04090461675541931,-0.02015672721897068,-0.020044015748957922,-0.01103906439811222
2017-11-25,-0.03884547741552591,-0.028772776406104438,0.01336906826483968,0.026454271875543434,0.0443026050897685
2017-11-26,0.013667242568485626,0.03973149761127982,0.03256367755501555,-0.034477808823293286,-0.04595909646786541
2017-11-27,-0.028709966894022776,0.018217617054324065,-0.009499902380648373,0.01688336957225134,-0.025559984584860564
2017-11-28,-0.04412436733529668,0.015898931613521638,-0.043350416740906894,0.02291315622423169,0.032682483251157725
2017-11-29,-0.006175516301350059,-0.0427101498590585,0.008900245153223452,0.04806727112483643,-0.03127437788306895
2017-11-30,-0.03995593063517142,0.03142922984769747,0.03515175691552848,0.0365905232188411,0.03175873701433649
2017-12-01,-0.041093701301822064,-0.03267235575228448,-0.04496291126537466,0.045736691343658174,-0.009425823819860601
2017-12-02,0.03298782730552306,-0.03891892742953066,0.005308422066429996,-0.01914392472448658,0.030273056186220115
2017-12-03,0.012725020068954818,-0.030215648839329323,0.016853838943164178,0.045262140633531255,0.008883736153653888
2017-12-04,0.03758804875916907,0.024411010486678188,-0.0058737112002070655,-0.0180399698855361,-0.019814797020350338
2017-12-05,-0.04545802302961803,0.0022131462433268023,0.010296551571429214,-0.02900243560841561,-0.019918329135339707
2017-12-06,-0.04692127288010659,0.01314722825721586,0.010126676359058196,0.024478508372235995,0.04366402575081331
2017-12-07,0.010822735039788445,-0.03616495825981168,-0.011036226613218559,-0.043877947058416834,-0.049819530148365355
2017-12-08,-0.016735654675026468,-0.010631578538624342,0.04471266769421205,0.01664375765702054,0.022987520413338458
2017-12-09,-0.011339782611089056,0.034125120864802815,-0.0415524410773639,0.016632689688556378,0.024054052418088133
