DATA,A,B,C,D,E
2017-04-05,14.039357331009425,31.42359885042249,12.384700859205504,13.400694248225207,32.51749297909164
2017-04-06,14.559126640210032,32.722674735400155,12.57644848277312,14.056574348133513,31.519694571910705
2017-04-07,14.402427255053704,31.179483529436855,12.875827891478075,14.088663676789066,29.958481684703646
2017-04-08,13.967760794102784,32.28027113779972,12.513894134731784,14.66722227656851,30.099957760658608
2017-04-09,13.52755985848816,33.080423642105224,11.929149365712089,14.595418623301075,31.382634664962808
2017-04-10,13.784422146451208,33.12815660049486,11.66982980054876,15.049264702861906,32.727524332744665
2017-04-11,13.620342521790281,32.70814788641785,12.150157691426005,15.455141301783488,31.64958495898287
2017-04-12,14.034592278673415,31.283120846000486,12.43945445101882,15.686617951375442,30.76472512489583
2017-04-13,13.47003973395551,30.519621356913202,12.437817299787493,15.498800073510573,29.867953999761724
2017-04-14,13.563757233359725,31.537135682539013,12.49768439720137,14.983927041188434,31.34341790632684
2017-04-15,13.552047980929501,33.079925712362574,12.728607219129197,15.213015044896714,31.735899019188754
2017-04-16,14.11148512584943,33.63159602361287,12.911511236568726,15.647903686544211,32.34934882544953
2017-04-17,14.191677543689506,34.139553764547564,13.190270265755519,16.347452193104058,32.485416361216
2017-04-18,14.458076644461945,35.7591915819229,13.62648583507439,16.477004036954302,32.22169440873623
2017-04-19,14.37237752775244,37.076855760740266,14.203661409645912,16.680758563087903,32.88059507859182
2017-04-20,14.248816296052553,36.809906393638244,14.811699333453468,16.856879101755613,31.896036879303573
2017-04-21,14.868604149977216,38.15396596540775,15.18217381936748,16.609278845885502,33.06569398829921
2017-04-22,14.721318884227955,39.785580421484035,14.49839976051691,16.777851738136725,34.188839094677974
2017-04-23,14.476555256854077,40.94796191752001,14.506858305361245,17.23445824986979,33.969654839094034
2017-04-24,14.77828257111791,39.34643177815842,14.142925393413297,18.014413028542677,33.96109964037836
2017-04-25,15.250910490945664,40.85021065722027,13.896793232364294,18.29557680707509,32.57056900037047
2017-04-26,15.01448954523024,42.09838606975893,13.584370422893226,17.822069843220266,31.56521930226802
2017-04-27,15.497441468193786,41.87642491454939,13.089260289515245,17.546333145707983,31.891181828448957
2017-04-28,16.236420044597267,42.35300231938963,12.6283052002033,18.070449632030112,30.414647379670726
2017-04-29,15.854724290442551,40.934248623490895,12.8268395281693,17.183940537246578,30.846911306595366
2017-04-30,15.703235900616086,40.90654966338233,13.295959529476711,17.012930455410586,31.987682237509922
2017-05-01,15.961776614022934,39.77348614930438,13.086947158508064,17.531205541289346,32.348102020857496
2017-05-02,16.303721447391286,40.03066159675234,13.183588738629146,16.85953290517432,31.209285742022587
2017-05-03,16.619099692822914,40.66374177645424,12.82561747634297,17.059487097469876,30.93163937820911
2017-05-04,17.31924101950381,39.60513180348446,12.678604329106552,17.157625049659895,29.998995897299146
2017-05-05,16.596883591458468,39.94304987055878,12.117459949768271,17.29296132275199,30.26384507422123
2017-05-06,16.924965511546688,40.78080536528867,12.504346776361782,17.97599636675731,31.149091507221822
2017-05-07,17.14275745421395,40.94733402164351,12.880862597181398,17.39755427686898,31.498713509403174
2017-05-08,17.297764762927365,39.996258182914026,13.168753052495802,16.746065645646652,31.65320905721449
2017-05-09,18.150573761017526,38.559967436886964,12.533050425100434,17.542013780589862,32.08442915190263
2017-05-10,17.805483419284062,38.43109757129081,12.513308479391016,17.431581085286748,32.27317553591144
2017-05-11,18.085672625445152,40.180366587778,12.045904491887326,17.72404327028425,31.036057223012094
